title,author,genres
Before I Wake,"Frasier, Anne *","['Mystery', 'Fiction', 'Suspense', 'Thriller', 'Crime', 'Mystery Thriller', 'Contemporary']"
Heart on a Chain,"Bennett, Cindy C. *","['Young Adult', 'Romance', 'Abuse', 'Contemporary', 'High School', 'Realistic Fiction', 'Contemporary Romance']"
Children of the Dust,"Lawrence, Louise","['Young Adult', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Dystopia', 'Apocalyptic', 'Fantasy']"
Thirteen The Winnie Years 4,"Myracle, Lauren *","['Childrens', 'Middle Grade', 'Realistic Fiction', 'Romance', 'Young Adult', 'Contemporary', 'Fiction']"
The Next Always Inn BoonsBoro Trilogy 1,"Roberts, Nora *","['Romance', 'Contemporary Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Paranormal', 'Adult']"
The Lost Army of Cambyses Yusuf Khalifa 1,"Sussman, Paul","['Thriller', 'Fiction', 'Mystery', 'Adventure', 'Historical Fiction', 'Egypt', 'Crime']"
Untouchable,"O'Connor, Scott *","['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Crime', 'Drama', 'Mystery Thriller']"
Angel Fever Angel 3,"Weatherly, L.A. *","['Angels', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural']"
The Prague Cemetery,"Eco, Umberto","['Fiction', 'Historical Fiction', 'Mystery', 'Literature', 'Italian Literature', 'Historical', 'Novels']"
The Damascus Way Acts of Faith 3,"Bunn, Davis *","['Christian Fiction', 'Historical Fiction', 'Biblical Fiction', 'Christian', 'Fiction', 'Romance', 'Historical']"
The Forsyte Saga The Forsyte Chronicles 13,"Galsworthy, John","['Fiction', 'Historical Fiction', 'Classics', 'British Literature', 'Literature', 'Romance', 'Historical']"
Those Who Save Us,"Blum, Jenna *","['Historical Fiction', 'Fiction', 'World War II', 'Holocaust', 'Historical', 'War', 'Germany']"
Northwest Passage,"Roberts, Kenneth","['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Adventure', 'American History', 'War']"
The Guy Im Not Dating,"Perry, Trish *","['Christian', 'Christian Fiction', 'Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Christian Romance']"
La ferme des animaux,"Orwell, George","['Fiction', 'Dystopia', 'Fantasy', 'School', 'Literature', 'Science Fiction', 'Novels']"
Rebirth Aftertime 2,"Littlefield, Sophie *","['Zombies', 'Horror', 'Dystopia', 'Post Apocalyptic', 'Science Fiction', 'Fantasy', 'Young Adult']"
Lucy in the Sky,"Toon, Paige *","['Chick Lit', 'Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Adult', 'Australia']"
Knockdown,"Francis, Dick","['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Detective', 'Suspense']"
Daniels Gift A Heartwarming Holiday Romance,"Freethy, Barbara *","['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Novels', 'Paranormal']"
Dragons Oath House of Night Novellas 1,"Cast, P.C. *","['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']"
Longshot,"Francis, Dick","['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'British Literature']"
Londons Perfect Scoundrel Lessons in Love 2,"Enoch, Suzanne","['Historical Romance', 'Romance', 'Historical', 'Regency', 'Regency Romance', 'Historical Fiction', 'Adult']"
Dracula Usborne Classics Retold,"Stocks, Mike","['Classics', 'Horror', 'Fiction', 'Vampires', 'Fantasy', 'Literature', 'Paranormal']"
Uncommon Criminals Heist Society 2,"Carter, Ally *","['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Adventure', 'Teen']"
Nearly Departed in Deadwood Deadwood 1,"Charles, Ann *","['Mystery', 'Paranormal', 'Romance', 'Fiction', 'Humor', 'Cozy Mystery', 'Fantasy']"
The Doctors Lady,"Hedlund, Jody *","['Historical Fiction', 'Christian Fiction', 'Romance', 'Christian', 'Historical Romance', 'Historical', 'Fiction']"
Mandy,"Andrews Edwards, Julie","['Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Classics', 'Historical Fiction', 'Juvenile']"
Kensukes Kingdom,"Morpurgo, Michael","['Fiction', 'Adventure', 'Childrens', 'Middle Grade', 'Novels', 'School', 'Historical Fiction']"
Mr Fox,"Oyeyemi, Helen *","['Fiction', 'Magical Realism', 'Fantasy', 'Literary Fiction', 'Contemporary', 'Novels', 'Fairy Tales']"
Carrier of the Mark Carrier 1,"Fallon, Leigh *","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Mythology', 'Urban Fantasy']"
The Last of the Really Great Whangdoodles,"Andrews Edwards, Julie","['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Chapter Books']"
Pegasus and the Fight for Olympus Pegasus 2,"O'Hearn, Kate","['Fantasy', 'Mythology', 'Middle Grade', 'Adventure', 'Magic', 'Fiction', 'Young Adult']"
The Same Stuff as Stars,"Paterson, Katherine","['Fiction', 'Young Adult', 'Realistic Fiction', 'Middle Grade', 'Childrens', 'Family', 'Juvenile']"
The Spiderwick Chronicles Box Set The Spiderwick Chronicles 15,"DiTerlizzi, Tony *","['Fantasy', 'Childrens', 'Middle Grade', 'Fiction', 'Young Adult', 'Adventure', 'Magic']"
Forsaken Fall of Angels 2,"Taylor, Keary *","['Angels', 'Paranormal', 'Romance', 'Fantasy', 'Young Adult', 'Paranormal Romance', 'Supernatural']"
Northern Exposure Compass Brothers 1,"Rylon, Jayne *","['Romance', 'Erotica', 'Menage', 'Westerns', 'M M F', 'Contemporary', 'Erotic Romance']"
Expecting Someone Taller,"Holt, Tom","['Fantasy', 'Humor', 'Fiction', 'Comedy', 'Urban Fantasy', 'Comic Fantasy', 'Science Fiction Fantasy']"
PS I Love You Corner House 3,"Harry, Lilian","['Historical Fiction', 'Romance', 'Fiction']"
Friend or Foe,"Morpurgo, Michael","['Historical Fiction', 'Childrens', 'War', 'Historical', 'Fiction', 'Novels', 'Middle Grade']"
Pewter Angels The Angelic Letters 1,"Ripplinger, Henry K. *","['Fiction', 'Christian', 'Christian Fiction', 'Romance']"
A Wild Sheep Chase  Dance Dance Dance,"Murakami, Haruki","['Fiction', 'Japanese Literature', 'Japan', 'Magical Realism', 'Fantasy', 'Novels', 'Speculative Fiction']"
Coastliners,"Harris, Joanne *","['Fiction', 'Contemporary', 'Romance', 'France', 'Novels', 'Adult Fiction', 'Drama']"
The Named,"Curley, Marianne *","['Fantasy', 'Young Adult', 'Time Travel', 'Paranormal', 'Fiction', 'Science Fiction', 'Romance']"
The Savage Grace The Dark Divine 3,"Despain, Bree *","['Young Adult', 'Paranormal', 'Werewolves', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural']"
Shades of Earth Across the Universe 3,"Revis, Beth *","['Young Adult', 'Science Fiction', 'Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Space']"
The Killing Place,"Gerritsen, Tess *","['Mystery', 'Thriller', 'Crime', 'Fiction', 'Suspense', 'Mystery Thriller', 'Detective']"
Ten Things I Hate About Me,"Abdel-Fattah, Randa","['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Religion', 'Australia', 'Islam']"
The Notebook,"Sparks, Nicholas *","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Classics', 'Adult Fiction']"
Wonkenstein The Creature from My Closet 1,"Skye, Obert","['Humor', 'Fantasy', 'Middle Grade', 'Childrens', 'Fiction', 'Juvenile', 'Mystery']"
A Horse Called Wonder Thoroughbred 1,"Campbell, Joanna","['Horses', 'Young Adult', 'Childrens', 'Animals', 'Fiction', 'Middle Grade', 'Contemporary']"
Skylark Skylark 1,"Spooner, Meagan *","['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Magic', 'Steampunk', 'Romance']"
Stick,"Smith, Andrew","['Young Adult', 'LGBT', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Abuse', 'Coming Of Age']"
The Shadow Society  The Shadow Society 1,"Rutkoski, Marie *","['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Science Fiction', 'Urban Fantasy', 'Dystopia']"
1Q84 1Q84 13,"Murakami, Haruki","['Fiction', 'Fantasy', 'Magical Realism', 'Japan', 'Science Fiction', 'Japanese Literature', 'Contemporary']"
I Am Not Esther I Am Not Esther 1,"Beale, Fleur","['Young Adult', 'Fiction', 'Religion', 'Contemporary', 'Realistic Fiction', 'Cults', 'Teen']"
The Man on the Balcony Martin Beck 3,"Sjöwall, Maj","['Mystery', 'Fiction', 'Crime', 'Sweden', 'Scandinavian Literature', 'Nordic Noir', 'Detective']"
The Devils Star,"Nesbø, Jo *","['Crime', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Detective', 'Scandinavian Literature']"
Where the Red Fern Grows,"Rawls, Wilson","['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Historical Fiction', 'Animals']"
Zone One,"Whitehead, Colson *","['Horror', 'Fiction', 'Zombies', 'Science Fiction', 'Post Apocalyptic', 'Dystopia', 'Apocalyptic']"
The Eleventh Plague,"Hirsch, Jeff *","['Young Adult', 'Dystopia', 'Post Apocalyptic', 'Science Fiction', 'Fiction', 'Survival', 'Apocalyptic']"
If You Hear Her The Ash Trilogy 1,"Walker, Shiloh *","['Romantic Suspense', 'Romance', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Mystery', 'Adult']"
Summer of the Monkeys,"Rawls, Wilson","['Fiction', 'Young Adult', 'Classics', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Animals']"
The Visible Man,"Klosterman, Chuck","['Fiction', 'Science Fiction', 'Contemporary', 'Novels', 'Psychology', 'Fantasy', 'Literary Fiction']"
HardBoiled Wonderland and the End of the World,"Murakami, Haruki","['Fiction', 'Fantasy', 'Magical Realism', 'Japan', 'Japanese Literature', 'Science Fiction', 'Contemporary']"
Never Love a Highlander McCabe Trilogy 3,"Banks, Maya *","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Adult', 'Scotland']"
The Color of Heaven The Color of Heaven 1,"MacLean, Julianne *","['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Contemporary Romance', 'Drama', 'Christian Fiction']"
The Septembers of Shiraz,"Sofer, Dalia","['Fiction', 'Historical Fiction', 'Iran', 'Jewish', 'Novels', 'Literary Fiction', 'Historical']"
Miracle,"Steel, Danielle","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Novels', 'Drama', 'Contemporary Romance']"
Among the Enemy Shadow Children 6,"Haddix, Margaret Peterson","['Dystopia', 'Young Adult', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens', 'Fantasy']"
Soft Target Dan Shepherd 2,"Leather, Stephen *","['Thriller', 'Fiction', 'Action', 'Crime', 'Military Fiction', 'Mystery', 'Mystery Thriller']"
Sharpes Enemy Sharpe 15,"Cornwell, Bernard *","['Historical Fiction', 'Fiction', 'Historical', 'War', 'Adventure', 'Military Fiction', 'Action']"
The Book With No Name Bourbon Kid 1,Anonymous,"['Fantasy', 'Horror', 'Thriller', 'Fiction', 'Mystery', 'Paranormal', 'Vampires']"
Wyvernhail The Kieshara 5,"Atwater-Rhodes, Amelia *","['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Shapeshifters', 'Magic', 'Young Adult Fantasy']"
Santorini,"MacLean, Alistair","['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Espionage', 'Suspense']"
Castle Cay Julie OHara Mystery 1,"Hanson, Lee *","['Mystery', 'Fiction', 'Thriller', 'Romance', 'Suspense', 'Mystery Thriller', 'Amazon']"
Sister Missing Girl Missing 2,"McKenzie, Sophie *","['Young Adult', 'Mystery', 'Thriller', 'Fiction', 'Contemporary', 'Crime', 'Romance']"
Skeleton Key Alex Rider 3,"Horowitz, Anthony *","['Young Adult', 'Fiction', 'Adventure', 'Espionage', 'Mystery', 'Action', 'Thriller']"
Second Nature,"Mitchard, Jacquelyn *","['Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Drama', 'Literary Fiction', 'Family']"
Storm Elemental 1,"Kemmerer, Brigid *","['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Urban Fantasy', 'Magic', 'Supernatural']"
New York to Dallas In Death 33,"Robb, J.D. *","['Mystery', 'Romance', 'Fiction', 'Crime', 'Romantic Suspense', 'Futuristic', 'Suspense']"
Traitors Knot Wars of Light  Shadow 7,"Wurts, Janny *","['Fantasy', 'Epic Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Sword and Sorcery']"
Deadlocked Sookie Stackhouse 12,"Harris, Charlaine *","['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Mystery']"
Ysabel,"Kay, Guy Gavriel *","['Fantasy', 'Fiction', 'Young Adult', 'Urban Fantasy', 'Historical Fiction', 'Canada', 'Historical']"
The Last Light of the Sun,"Kay, Guy Gavriel *","['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Fantasy', 'Science Fiction Fantasy', 'Canada']"
Sanctuary Peter DeckerRina Lazarus 7,"Kellerman, Faye","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Jewish']"
Tigana,"Kay, Guy Gavriel *","['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Historical Fiction', 'Historical Fantasy']"
Lord of Emperors The Sarantine Mosaic 2,"Kay, Guy Gavriel *","['Fantasy', 'Historical Fiction', 'Fiction', 'Historical Fantasy', 'Historical', 'Science Fiction Fantasy', 'Alternate History']"
The Hammer of Eden,"Follett, Ken *","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adventure', 'Crime']"
The Lions of AlRassan,"Kay, Guy Gavriel *","['Fantasy', 'Historical Fiction', 'Fiction', 'Historical Fantasy', 'Historical', 'Epic Fantasy', 'Science Fiction Fantasy']"
The Ritual Bath Peter DeckerRina Lazarus 1,"Kellerman, Faye","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Jewish', 'Suspense']"
Someone Elses Life,"Dale, Katie *","['Young Adult', 'Contemporary', 'Romance', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Family']"
A Long Shadow Inspector Ian Rutledge 8,"Todd, Charles *","['Mystery', 'Historical Fiction', 'Fiction', 'Historical Mystery', 'Historical', 'British Literature', 'Crime']"
To Marry a Prince,"Page, Sophie","['Romance', 'Contemporary Romance', 'Chick Lit', 'Contemporary', 'Adult', 'Young Adult', 'Fiction']"
Because of Mr Terupt,"Buyea, Rob","['Realistic Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'School', 'Childrens', 'Contemporary']"
Twilight Watch Watch 3,"Lukyanenko, Sergei","['Fantasy', 'Urban Fantasy', 'Fiction', 'Horror', 'Vampires', 'Russia', 'Paranormal']"
Day Watch Watch 2,"Lukyanenko, Sergei","['Fantasy', 'Urban Fantasy', 'Fiction', 'Horror', 'Vampires', 'Russia', 'Paranormal']"
Peachtree Road,"Siddons, Anne Rivers","['Fiction', 'Southern', 'Historical Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Womens']"
Up Island,"Siddons, Anne Rivers","['Fiction', 'Chick Lit', 'Romance', 'Southern', 'Contemporary', 'Womens Fiction', 'Drama']"
Liesl  Po,"Oliver, Lauren *","['Fantasy', 'Middle Grade', 'Childrens', 'Fiction', 'Ghosts', 'Young Adult', 'Adventure']"
Shiloh,"Foote, Shelby","['Historical Fiction', 'Civil War', 'Fiction', 'American Civil War', 'War', 'American History', 'Military Fiction']"
A Rogue by Any Other Name The Rules of Scoundrels 1,"MacLean, Sarah *","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Adult']"
A Beautiful Dark A Beautiful Dark 1,"Davies, Jocelyn *","['Angels', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural']"
Ruthless Pretty Little Liars 10,"Shepard, Sara *","['Young Adult', 'Mystery', 'Fiction', 'Contemporary', 'Romance', 'Chick Lit', 'Thriller']"
The Girl of Fire and Thorns Fire and Thorns 1,"Carson, Rae","['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Magic', 'Fiction', 'Adventure']"
Deep Zone Football Genius 5,"Green, Tim *","['Sports', 'Realistic Fiction', 'Football', 'Childrens', 'Fiction', 'Young Adult', 'Action']"
Cuba 15 Random House Readers Circle,"Osa, Nancy","['Young Adult', 'Realistic Fiction', 'Fiction', 'Cultural', 'Teen', 'Middle Grade', 'Coming Of Age']"
Wildwood Wildwood Chronicles 1,"Meloy, Colin","['Fantasy', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Juvenile']"
Death by Chocolate,"Berneathy, Sally *","['Mystery', 'Cozy Mystery', 'Fiction', 'Chick Lit', 'Mystery Thriller', 'Crime', 'Humor']"
Variant Variant 1,"Wells, Robison *","['Young Adult', 'Science Fiction', 'Dystopia', 'Mystery', 'Fiction', 'Thriller', 'Fantasy']"
The Gate to Womens Country,"Tepper, Sheri S.","['Science Fiction', 'Fiction', 'Fantasy', 'Dystopia', 'Feminism', 'Post Apocalyptic', 'Speculative Fiction']"
Lionheart Plantagenets 4 Richard the Lionheart 1,"Penman, Sharon Kay","['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '12th Century', 'Plantagenet']"
Keeping the Moon,"Dessen, Sarah *","['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Teen']"
That Summer,"Dessen, Sarah *","['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Chick Lit', 'Teen']"
Sarah Canaan 1,"Halter, Marek","['Historical Fiction', 'Fiction', 'Biblical Fiction', 'Historical', 'Religion', 'Biblical', 'Christian Fiction']"
Claimed Brides of the Kindred 1,"Anderson, Evangeline *","['Romance', 'Science Fiction', 'Aliens', 'Erotica', 'Paranormal', 'Fantasy', 'Paranormal Romance']"
The Memory Keepers Daughter,"Edwards, Kim *","['Fiction', 'Contemporary', 'Historical Fiction', 'Adult Fiction', 'Adult', 'Book Club', 'Drama']"
Reef,"Gunesekera, Romesh *","['Fiction', 'Historical Fiction', 'Asia', 'Contemporary', 'Literary Fiction', 'Novels', 'Food']"
A Cold Day in Paradise Alex McKnight 1,"Hamilton, Steve *","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Detective']"
Ballet Shoes,"Streatfeild, Noel","['Classics', 'Childrens', 'Fiction', 'Middle Grade', 'Historical Fiction', 'Young Adult', 'British Literature']"
Touch of Power Healer 1,"Snyder, Maria V. *","['Fantasy', 'Young Adult', 'Magic', 'Romance', 'High Fantasy', 'Fiction', 'Adventure']"
Season Of The Harvest Harvest Trilogy 1,"Hicks, Michael R. *","['Science Fiction', 'Thriller', 'Fiction', 'Fantasy', 'Mystery', 'Horror', 'Amazon']"
Guard of Honor,"Cozzens, James Gould","['Fiction', 'Historical Fiction', 'War', 'Classics', 'Literature', 'World War II', 'Historical']"
The Key,"Curley, Marianne *","['Fantasy', 'Young Adult', 'Time Travel', 'Fiction', 'Paranormal', 'Young Adult Fantasy', 'Science Fiction']"
Yerdeniz Bycs Yerdeniz 1,"Le Guin, Ursula K.","['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'Science Fiction']"
Once,"Gleitzman, Morris","['Historical Fiction', 'Young Adult', 'Holocaust', 'Historical', 'Fiction', 'War', 'Childrens']"
The TalkFunny Girl,"Merullo, Roland *","['Fiction', 'Young Adult', 'Coming Of Age', 'Realistic Fiction', 'Contemporary', 'Abuse', 'Adult']"
Desolation Angels,"Kerouac, Jack","['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Travel', 'Literary Fiction']"
Moon Spell The Tale of Lunarmorte 1,"Young, Samantha *","['Paranormal', 'Young Adult', 'Fantasy', 'Werewolves', 'Romance', 'Magic', 'Paranormal Romance']"
Shapechangers Chronicles of the Cheysuli 1,"Roberson, Jennifer *","['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Shapeshifters', 'Epic Fantasy', 'Magic']"
The Measure of Katie Calloway Michigan Northwoods 1,"Miller, Serena B. *","['Historical Fiction', 'Romance', 'Christian Fiction', 'Christian', 'Historical', 'Historical Romance', 'Fiction']"
Taras Bulba,"Gogol, Nikolai","['Classics', 'Fiction', 'Russia', 'Russian Literature', 'Historical Fiction', 'Literature', 'Novels']"
The Underdogs,"Lupica, Mike","['Sports', 'Realistic Fiction', 'Fiction', 'Young Adult', 'Football', 'Middle Grade', 'Childrens']"
13 Gifts Willow Falls 3,"Mass, Wendy *","['Middle Grade', 'Fantasy', 'Realistic Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Contemporary']"
The Four Feathers,"Mason, A.E.W.","['Classics', 'Historical Fiction', 'Fiction', 'Adventure', 'War', 'Romance', 'Africa']"
Mother Earth Father Sky Ivory Carver 1,"Harrison, Sue *","['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Prehistoric', 'Adventure', 'Prehistory']"
Hex and the City Nightside 4,"Green, Simon R.","['Urban Fantasy', 'Fantasy', 'Mystery', 'Paranormal', 'Horror', 'Fiction', 'Supernatural']"
