title,author,answer,citation
Unlucky,"Deleon, Jana","[0, """"]","['https://pangobooks.com/author/jana-deleon', 'https://www.librarything.com/author/deleonjana', 'https://www.goodreads.com/group/55345-the-challenge-factory/comments/38573939-agnieszka?page=11', 'https://www.newinbooks.com/interview-with-shel-delisle-author-of-dead-as-a-dodo-a-birdie-byrnes-mystery/', 'https://michellepillow.com/the-seventh-key/']"
Stonehenge,"Cornwell, Bernard","[1, ""Aurenna""]","['https://samannelizabeth.wordpress.com/2015/04/28/book-review-stonehenge-by-bernard-cornwell-25/', 'https://great-odins-raven.com/2020/09/29/review-stonehenge-1999/', 'https://amandasbookreviewsite.wordpress.com/2021/06/25/stonehenge-by-bernard-cornwell-review/', 'https://whathasbeenread.wordpress.com/2016/09/30/stonehenge-by-bernard-cornwell/', 'https://www.goodreads.com/book/show/101086.Stonehenge']"
The Famished Road,"Okri, Ben","[1, ""Madame Koto""]","['https://bookbrief.io/books/the-famished-road-ben-okri/character-analysis', 'https://en.wikipedia.org/wiki/The_Famished_Road', 'https://www.ajol.info/index.php/lwati/article/view/57548/45927', 'https://libraryaware.com/1C6G0D', 'http://ijariie.com/AdminUploadPdf/Women_Sufferings_in_Ben_Okri%E2%80%99s_The_Famished_Road_and_Songs_of_Enchantment_ijariie18166.pdf']"
Helen of Troy,"George, Margaret","[1, ""Helen of Troy""]","['https://theidlewoman.net/2013/09/25/helen-of-troy-margaret-george/', 'http://www.foreverlostinliterature.com/2015/07/helen-of-troy-by-margaret-george.html', 'https://margaretgeorge.com/books/helen-of-troy/readers-guide/', 'https://www.judithstarkston.com/2013/04/10/review-of-helen-of-troy-by-margaret-george/', 'https://www.historywomanperspective.com/2024/11/helen-of-troy-by-margaret-george-book.html']"
The Long Game The Long Game 1,"Armas, Elena","[1, ""Adalyn Reyes""]","['https://1girl2manybooks.wordpress.com/2024/08/22/review-the-long-game-by-elena-armas/', 'https://www.fictionalthoughts.com/2024/09/the-long-game-by-elena-armas/', 'https://www.romance.io/books/64eaf86f7329cc9fc9f04a76/the-long-game-elena-armas', 'https://app.thestorygraph.com/books/f209fe63-6352-4c11-b75c-ac8486e05646', 'https://thewrittenvoiceofis.wordpress.com/2022/01/13/book-review-the-spanish-love-deception-by-elena-armas/']"
The Memoirs of Cleopatra,"George, Margaret","[1, ""Cleopatra VII""]","['https://en.wikipedia.org/wiki/The_Memoirs_of_Cleopatra', 'https://www.kirkusreviews.com/book-reviews/margaret-george/the-memoirs-of-cleopatra/', 'https://www.historywomanperspective.com/2017/04/the-memoirs-of-cleopatra-by-margaret.html', 'https://theabsolutemag.com/27630/longreads/why-margaret-georges-historical-novel-brings-cleopatra-to-life-perfectly/', 'https://assets.thestorygraph.com/book_reviews/fadd9b9b-959f-45d3-9b65-ca69550349c4']"
Mister B Gone,"Barker, Clive","[0, """"]","['https://www.clivebarker.info/mbgbarker.html', 'https://thebookloversboudoir.wordpress.com/2013/06/22/book-review-mister-b-gone-by-clive-barker/', 'https://en.wikipedia.org/wiki/Mister_B._Gone', 'https://www.kirkusreviews.com/book-reviews/clive-barker/mister-b-gone/', 'https://www.steve-calvert.co.uk/book-review-mr-b-gone-clive-barker/']"
Seduction of a Highland Lass McCabe Trilogy 2,"Banks, Maya","[1, ""Keeley McDonald""]","['https://www.goodreads.com/book/show/10117410-seduction-of-a-highland-lass', 'https://mayabanks.com/books/lass/', 'https://booklovinmamas.net/review-seduction-of-a-highland-lass-by-maya-banks/', 'https://smartbitchestrashybooks.com/bookinfo/seduction-of-a-highland-lass/', 'https://www.barnesandnoble.com/w/seduction-of-a-highland-lass-maya-banks/1101893288']"
Carol,"Highsmith, Patricia","[1, ""Therese Belivet""]","['https://crimereads.com/passionate-distortions-patricia-highsmith-and-the-female-protagonist/', 'https://booksaremyfavouriteandbest.com/2018/10/13/carol-by-patricia-highsmith/', 'https://plenitudemagazine.ca/carol-the-transfiguration-of-patricia-highsmiths-iconic-story-of-love-between-two-women/', 'https://bloodymurder.wordpress.com/2015/05/29/carol-1952-by-patricia-highsmith/', 'https://theliterarysisters.wordpress.com/2019/09/19/carol-by-patricia-highsmith/']"
Spellbound Spellbound 1,"Shultz, Cara Lynn","[1, ""Emma Connor""]","['https://www.goodreads.com/book/show/11508176-spellbound', 'https://www.goodreads.com/book/show/10118172-spellbound', 'https://bookandlatte.com/2011/07/spellbound-by-cara-lynn-shultz.html', 'https://yabookscentral.com/spellbound/reviews/ya-books-blog/top-reviewers/', 'https://bookhype.com/review/show/cd4c366e-f0d9-4334-a89a-e4a9ccf2881b']"
The Circle Trilogy The Circle Trilogy 13,"Roberts, Nora","[1, ""Glenna""]","['https://allieereads.com/2020/02/06/nora-roberts-and-her-strong-female-protagonists-fiercefemalereadsfebruary/', 'https://www.goodreads.com/book/show/114122.The_Circle_trilogy', 'https://www.maryse.net/reading-order-guide/nora-roberts-the-circle-trilogy.html', 'https://www.goodreads.com/topic/show/141526-favorite-heroine', 'https://fallintothestory.com/the-liar-discussion-thread/']"
Mildred Pierce,"Cain, James M.","[1, ""Mildred Pierce""]","['https://en.wikipedia.org/wiki/Mildred_Pierce', 'https://bloodymurder.wordpress.com/2011/12/10/mildred-pierce-1941-by-james-m-cain/', 'https://www.ebsco.com/research-starters/literature-and-writing/mildred-pierce-james-m-cain', 'https://www.goodreads.com/book/show/11870673', 'https://www.communicatrix.com/blog/2010/05/25/mildred-pierce']"
Highland Legacy Four Generations of Love are Rooted in Scotland,"Bateman, Tracey Victoria","[1, ""Audrey MacMurray""]","['https://www.goodreads.com/book/show/10121.Highland_Legacy', 'https://www.romance.io/books/5455eff487eac3369a915efe/highland-legacy-four-generations-of-love-are-rooted-in-scotland-tracey-bateman-pamela-griffin-tamela-hancock-murray-jill-stengl-tracey-victoria-bateman/similar', 'https://www.abebooks.com/9781593100827/Highland-Legacy-Four-Generations-Love-1593100825/plp', 'https://www.hpb.com/highland-legacy-four-generations-of-love-are-rooted-in-scotland/P-7452726-USED.html', 'https://www.bookseriesinorder.com/tracey-bateman/']"
Shiver Trilogy Boxset The Wolves of Mercy Falls 13,"Stiefvater, Maggie","[1, ""Grace Brisbane""]","['https://maggiestiefvater.com/novels/the-shiver-trilogy/', 'https://en.wikipedia.org/wiki/List_of_The_Wolves_of_Mercy_Falls_characters', 'https://thebookseekers.com/book/maggie-steifvater/shiver-trilogy-boxset-4098710/', 'https://en.wikipedia.org/wiki/The_Wolves_of_Mercy_Falls', 'https://www.goodreads.com/book/show/10121801-shiver-trilogy-boxset']"
The Third Deadly Sin Deadly Sins 4,"Sanders, Lawrence","[1, ""Zoe Kohler""]","['https://www.goodreads.com/author_blog_posts/25051829-book-review-lawrence-sanders-the-third-deadly-sin', 'https://www.librarything.com/work/174760', 'https://app.thestorygraph.com/book_reviews/f9a30eb6-c13d-48b6-b86d-0202378a64e6', 'https://www.goodreads.com/book/show/40784910', 'https://www.everand.com/book/171105846/The-Third-Deadly-Sin']"
Whispering to Witches,"Dale, Anna","[1, ""Twiggy""]","['https://en.wikipedia.org/wiki/Whispering_to_Witches', 'https://www.goodreads.com/book/show/1012343.Whispering_to_Witches', 'https://www.deviantart.com/confusedkangaroo/art/Whispering-to-Witches-by-Anna-Dale-A-review-1172799460', 'https://kellyrfineman.livejournal.com/65533.html', 'https://www.goodreads.com/book/show/831966.Whispering_To_Witches']"
Laguna Cove,"Noel, Alyson","[1, ""Anne""]","['https://alysonnoel.com/laguna-cove.php', 'https://vivalabooks.wordpress.com/2012/06/09/laguna-cove-by-alyson-noel-2/', 'https://www.betweendandr.com/2012/08/23/forever-summer-laguna-cove-cruel-summer-by-alyson-noel/', 'https://www.goodreads.com/book/show/9461066', 'https://www.encyclopedia.com/arts/educational-magazines/noel-alyson']"
No Mans Mistress Mistress Trilogy 2,"Balogh, Mary","[1, ""Viola""]","['https://marybalogh.com/portfolio-posts/more-than-a-mistress-no-mans-mistress/', 'https://allaboutromance.com/book-review/no-mans-mistress-2/', 'https://goodreads.com/book/show/101263.No_Man_s_Mistress__Mistress_Trilogy__2_', 'https://www.goodreads.com/book/show/101263.No_Man_s_Mistress', 'https://app.thestorygraph.com/book_reviews/a83b6f31-2aef-4d34-91cd-9c1d00929e2f?page=6']"
Mistress Pat Pat 2,"Montgomery, L.M.","[1, ""Patricia Gardiner""]","['https://en.wikipedia.org/wiki/Mistress_Pat', 'https://www.goodreads.com/book/show/30326077-pat-rn', 'https://the-toast.net/2015/05/18/in-defense-of-pat-gardiner/', 'https://www.fadedpage.com/showbook.php?pid=20170215', 'https://marveloustales.com/2018/03/19/book-review-pat-of-silver-bush-and-mistress-pat/']"
The Reader,"Schlink, Bernhard","[1, ""Hanna Schmitz""]","['https://en.wikipedia.org/wiki/The_Reader', 'https://www.litcharts.com/lit/the-reader/characters', 'https://www.gradesaver.com/the-reader/study-guide/character-list', 'https://www.litcharts.com/lit/the-reader/characters/the-jewish-woman-the-daughter', 'https://meadowparty.com/blog/2009/05/03/the-reader/']"
Remainder,"McCarthy, Tom","[0, """"]","['http://wrongquestions.blogspot.com/2008/01/remainder-by-tom-mccarthy.html', 'https://www.goodreads.com/book/show/101334.Remainder', 'https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1728&context=cc_etds_theses', 'https://en.wikipedia.org/wiki/Remainder_(novel)', 'https://critiqueen5.wordpress.com/2014/05/27/remainder-by-tom-mccarthy/']"
Ranah 3 Warna,"Fuadi, Ahmad","[0, """"]","['https://www.imdb.com/title/tt10816448/', 'https://www.semanticscholar.org/paper/a0413b3ab1718dfd297b7733b6569021a400f2cf', 'https://hasp.ub.uni-heidelberg.de/journals/iqas/article/view/22016/24505', 'https://ojs.unud.ac.id/index.php/UJoSSH/article/download/56914/33392', 'https://repository.uisu.ac.id/bitstream/123456789/2101/3/Chapter%20I,II.pdf']"
Cradle,"Clarke, Arthur C.","[1, ""Carol Dawson""]","['https://www.goodreads.com/book/show/1013785.Cradle', 'https://en.wikipedia.org/wiki/Cradle_(novel)', 'https://app.thestorygraph.com/book_reviews/bbc91780-451a-4457-8ad4-626184f0e6f1?page=2', 'https://avalonlibrary.net/ebooks/Arthur%20C%20Clarke%20-%20Cradle.pdf', 'https://oxfordjournals.org/illinois-scholarship-online/book/17337/chapter/174792597?searchresult=1']"
Those in Peril Hector Cross 1,"Smith, Wilbur","[1, ""Hazel Bannock""]","['https://vishytheknight.wordpress.com/2011/12/17/book-review-no-34-those-in-peril-by-wilbur-smith/', 'https://aliveontheshelves.com/2012/12/review-those-in-peril-by-wilbur-smith/', 'https://www.goodreads.com/book/show/10139008-those-in-peril', 'https://bookspluslife.wordpress.com/2015/07/07/book-those-in-peril-by-wilbur-smith/', 'http://blurbal.com/wilbursmith/viewtopic.php?f=1&t=1582']"
Gabriels Inferno Gabriels Inferno 1,"Reynard, Sylvain","[1, ""Julianne Mitchell""]","[""https://en.wikipedia.org/wiki/Gabriel's_Inferno"", 'https://www.imdb.com/title/tt11316854/fullcredits', 'https://www.imdb.com/list/ls507778574/', 'https://belleandthebook.wordpress.com/2012/09/23/gabriels-inferno/', 'https://www.upthestaircase.org/gabriels-inferno.html']"
Flesh and Blood,"Cunningham, Michael","[1, ""Mary""]","['https://aliterarycavalcade.net/2015/12/07/flesh-and-blood-by-michael-cunningham/', 'https://www.stuckinabook.com/flesh-and-blood-by-michael-cunningham/', 'https://kelseyrolfe.wordpress.com/2011/11/08/review-flesh-and-blood/', 'https://www.goodreads.com/questions/1384-you-displayed-amazing-insight-into-the', 'https://www.theatermania.com/news/flesh-and-blood_3727/']"
Curiosity Killed the Cat Poison Apple 7,"Harimann, Sierra","[1, ""Hannah""]","['https://goodreads.com/book/show/10148269', 'https://books.apple.com/us/book/curiosity-killed-the-cat-poison-apple-7/id786214914', 'https://www.yumpu.com/en/document/view/69352100/download-free-pdf-curiosity-killed-the-cat-poison-apple-7-by-sierra-harimann', 'https://api.isaebrasil.com.br/drive?docid=B07h130&FilesData=Curiosity_Killed_The_Cat_But_Satisfaction_Brought_Him_Back.pdf', 'http://www.admin.ces.funai.edu.ng/form-library/publication/HomePages/curiosity_killed_the_cat_quote.pdf']"
The Family Fang,"Wilson, Kevin","[1, ""Annie Fang""]","['https://www.imdb.com/title/tt2097331/', 'https://blackbird-archive.vcu.edu/v11n1/nonfiction/dempster_m/family_page.shtml', 'https://www.goodreads.com/book/show/30227224-the-family-fang', 'https://en.wikipedia.org/wiki/The_Family_Fang', 'https://sevencircumstances.com/2017/10/01/the-family-fang/']"
Nectar in a Sieve,"Markandaya, Kamala","[1, ""Rukmani""]","['https://www.ebsco.com/research-starters/literature-and-writing/nectar-sieve-analysis-major-characters', 'https://www.sparknotes.com/lit/nectar/characters/', 'http://www.rjelal.com/9.S1.21/206-209%20Dr.%20Yogesh%20M.%20Sarode.pdf', 'https://www.litcharts.com/lit/nectar-in-a-sieve/characters', 'https://www.sparknotes.com/lit/nectar/character/rukmani/']"
Striking the Balance Worldwar 4,"Turtledove, Harry","[0, """"]","['https://www.goodreads.com/book/show/101528', 'https://www.barnesandnoble.com/w/worldwar-turtledove-harry/1119131724', 'https://m.novel-cat.com/all-tags/striking-the-balance-worldwar-4', 'https://www.shortform.com/best-books/genre/best-alternate-history-books-of-all-time', 'https://ro.scribd.com/document/69019260/Book-LIST-8000-Kindle']"
Tilting the Balance Worldwar 2,"Turtledove, Harry","[1, ""Ludmila Gorbunova""]","['https://en.wikipedia.org/wiki/List_of_Worldwar_characters', 'https://thoughtsfromthemountaintop.com/2020/04/26/book-review-worldwar-tilting-the-balance-by-harry-turtledove/', 'https://www.goodreads.com/book/show/5054899', 'https://en.wikipedia.org/wiki/Worldwar_series', 'https://www.blinkist.com/en/books/tilting-the-balance-en']"
I Am Grimalkin The Last Apprentice  Wardstone Chronicles 9,"Delaney, Joseph","[1, ""Grimalkin""]","['https://girlswithguns.org/i-am-grimalkin-by-joseph-delaney/', 'https://girlswithguns.org/alice-by-joseph-delaney/', 'https://assets.thestorygraph.com/book_reviews/80eeb1ad-e41b-4824-a641-c467c20a087c', 'https://www.goodreads.com/book/show/13382071-grimalkin-the-witch-assassin', 'https://www.awakeatmidnight.com/i-am-grimalkin/']"
Upsetting the Balance Worldwar 3,"Turtledove, Harry","[0, """"]","['https://www.barnesandnoble.com/w/worldwar-harry-turtledove/1119131727', 'https://www.shortform.com/best-books/genre/best-alternate-history-books-of-all-time', 'https://www.bookshare.org/browse/language?offset=81600&resultsView=LIST&limit=25&sortOrder=TITLE&direction=DESC&language=ENGLISH', 'https://ro.scribd.com/document/69019260/Book-LIST-8000-Kindle', 'https://books.theroyfamily.com/All%20Books%20Read%20Each%20Year.pdf']"
The Gray and Guilty Sea Garrison Gage 1,"Carter, Scott William","[1, ""Carmen Horne""]","['https://www.goodreads.com/book/show/11041875-the-gray-and-guilty-sea', 'https://www.goodreads.com/book/similar/3468406-settling-the-account-promises-to-keep-3', 'https://www.goodreads.com/book/show/42616610-the-gray-and-guilty-sea', 'https://www.goodreads.com/book/show/10159568-the-gray-and-guilty-sea', 'https://www.scottwilliamcarter.com/bibliography/garrison-gage/the-gray-and-guilty-sea/']"
The Guns of the South,"Turtledove, Harry","[1, ""Mollie Bean""]","['https://nathangoldwag.wordpress.com/2024/02/14/book-review-the-guns-of-the-south/', 'https://thoughtsfromthemountaintop.com/2020/04/08/harry-turtledove-the-guns-of-the-south-a-novel-of-the-civil-war/', 'https://www.barnesandnoble.com/w/the-guns-of-the-south-harry-turtledove/1100270420', 'https://en.wikipedia.org/wiki/The_Guns_of_the_South', 'https://reactormag.com/time-travellers-changing-history-harry-turtledoves-lemgthe-guns-of-the-southlemg/']"
The Mystery of the Laughing Shadow Alfred Hitchcock and the Three Investigators 12,"Arden, William","[0, """"]","['https://en.wikipedia.org/wiki/Three_Investigators', 'https://gregwritesblog.com/tag/the-mystery-of-the-moaning-cave/', 'https://jestressforgottenstories.com/mystery-series/the-three-investigators/', 'https://cliqueypizza.wordpress.com/2012/05/09/new-part-1-a-z-series-guide-forgotten-80s-and-90s-young-adult-series-2/', 'https://gregwritesblog.com/2021/02/14/spooky-2/']"
Snug as a Bug Level 1 I Can Read,"Imbody, Amy","[0, """"]","['https://toppsta.com/books/details/932511/snug-as-a-bug-4', 'https://faithgateway.com/collections/i-can-read?page=7&limit=48&order=position', 'https://faithgateway.com/collections/i-can-read?dir=asc&order=publish_date&page=10', 'https://mycrossandcrown.com/product-category/text-only-bibles-61/', 'https://mycrossandcrown.com/product-category/new-international-version-niv-162/']"
Quintana of Charyn Lumatere Chronicles 3,"Marchetta, Melina","[1, ""Quintana""]","['http://www.rallythereaders.com/2013/09/review-quintana-of-charyn-by-melina.html', 'http://www.alexalovesbooks.com/2013/07/quintana-of-charyn-melina-marchetta.html?m=0', 'https://katyupperman.com/2013/05/23/bookanista-rec-quintana-of-charyn/', 'https://leafsreviews.wordpress.com/2016/01/05/quintana-of-charyn-by-melina-marchetta/', 'https://www.readingaftermidnight.com/authors/melina-marchetta/review-quintana-of-charyn.html']"
Codex 632 Toms Noronha 1,"Rodrigues dos Santos, José","[0, """"]","['https://www.goodreads.com/book/show/1016753.Codex_632', 'https://www.shelf-awareness.com/theshelf/2008-03-31/voyage_of_discovery_via_i_codex_632_i.html', 'https://www.goodreads.com/book/show/4641482', 'https://joserodriguesdossantos.com/en/the-author/', 'https://www.gutenberg.org/ebooks/75425.txt.utf-8']"
Stolen Beginnings,"Lewis, Susan","[1, ""Marian Deacon""]","['https://susanlewis.com/products/stolen-beginnings-susan-lewis-9780099514688/', 'https://www.goodreads.com/book/show/3594006', 'https://thryft.asia/products/stolen-beginnings', 'https://www.goodreads.com/book/show/3594006-stolen-beginnings', 'https://content.e-bookshelf.de/media/reading/L-2251665-3e3221697f.pdf']"
Sisters of the Sari,"Baker, Brenda L.","[1, ""Kiria Langdon""]","['https://www.barnesandnoble.com/w/sisters-of-the-sari-brenda-l-baker/1100322042', 'http://www.helensbookblog.com/2011/07/review-sisters-of-sari-brenda-l-baker.html', 'https://cindysloveofbooks.com/2011/06/review-sisters-of-the-sari/', 'http://www.bookingmama.net/2011/06/review-sisters-of-sari.html', 'https://www.everand.com/book/767483793/Sisters-of-the-Sari']"
