title,author,answer,citation
Music  Silence,"Tremain, Rose","[1, ""Emily Tilsen""]","['https://laurasmusings.wordpress.com/2010/12/22/review-music-silence-by-rose-tremain/', 'https://www.goodreads.com/book/show/1118273.Music_Silence', 'https://www.audiofilemagazine.com/reviews/read/9498/music-silence-by-rose-tremain-read-by-jenny-agutter/', 'https://www.abebooks.com/9789626349755/Music-Silence-Contemporary-Fiction-Rose-9626349751/plp', 'https://www.powells.com/book/music-silence-9780743418263/1-10']"
Marked  Betrayed  Chosen  Untamed House of Night 14,"Cast, P.C.","[1, ""Zoey Redbird""]","['https://www.goodreads.com/book/show/18874961', 'https://newchapterbookswv.com/book/9780312372132', 'https://www.therippedbodice.com/book/9780312372132', 'https://www.powells.com/book/-9780312372132/2-5', 'https://www.copperfieldsbooks.com/book/9780312372132']"
Homecoming,"Morton, Kate","[1, ""Jess Turner""]","['https://www.shelfreflection.com/blog/homecoming', 'https://www.goodreads.com/book/show/61683285-homecoming', 'https://ivereadthis.com/2023/04/20/book-review-homecoming-by-kate-morton/', 'https://www.supersummary.com/homecoming-morton/major-character-analysis/', 'https://bookswehaveread.com/2023/07/07/homecoming-by-kate-morton/']"
The Paradise Snare Star Wars The Han Solo Trilogy 1,"Crispin, A.C.","[1, ""Bria Tharen""]","['https://www.goodreads.com/book/show/617086.The_Paradise_Snare', 'https://sweulore.com/star-wars-women-rebellion-era/', 'https://boards.theforce.net/posts/51856207/', 'https://assets.thestorygraph.com/book_reviews/d1d28d6f-2e00-4242-bae5-881788ea1cc3', 'https://www.goodreads.com/book/show/617086.Star_Wars']"
Heavenly Heavenly 1,"Laurens, Jennifer","[1, ""Zoe""]","['https://www.romance.io/topics/newest/angels,young%20adult/53', 'https://www.goodreads.com/poll/list/73843-ya-buddy-readers-corner?type=group', 'http://www.thebookvixen.com/2010/08/on-my-wishlist-39.html', 'http://areadersramblings.blogspot.com/2010/', 'https://www.goodreads.com/book/show/6171732-heavenly']"
Genesis,"Beckett, Bernard","[1, ""Anaximander""]","['https://ojcade.com/2013/07/27/genesis-bernard-beckett/', 'https://kara.reviews/genesis/', 'https://ianwoodnovellum.blogspot.com/2017/03/genesis-by-bernard-beckett.html', 'https://en.wikipedia.org/wiki/Genesis_(Beckett_novel)', 'https://www.goodreads.com/book/show/12261627']"
The Six Sacred Stones Jack West Jr 2,"Reilly, Matthew","[1, ""Zoe Kissane""]","['https://www.goodreads.com/book/show/2498210', 'https://readingproject.neocities.org/BookReviews/TheSixSacredStones_MatthewReilly', 'https://www.mi6community.com/discussion/1614/what-are-you-reading', 'https://thepulp.net/pulpsuperfan/2017/11/01/the-return-of-jack-west-jr/', 'https://www.barnesandnoble.com/w/the-six-sacred-stones-matthew-reilly/1104304052']"
Lady of Starfire Lady of Darkness 5,"Roehrich, Melissa K.","[1, ""Scarlett Sutara Aditya""]","['https://www.goodreads.com/book/show/124957480', 'https://www.goodreads.com/topic/show/23017202-lady-of-darkness-series-by-melissa-k-roehrich---starting-february-8th', 'https://www.romance.io/authors/615c054008b4d931140b0b15/melissa-k-roehrich', 'https://www.romance.io/authors/615c054008b4d931140b0b15/melissa-k-roehrich/series', 'https://whiteoakbooks.net/book/9780593723883?v=11117']"
Twisted Series 4 Books Collection Twisted 14,"Huang, Ana","[1, ""AA (Alex's friend's sister)""]","['https://www.goodreads.com/book/show/61754236-twisted-series-4-books-collection', 'https://sobrief.com/books/4-books-twisted-series-by-ana-twisted-love-twisted-games-twisted-hate-and-twisted-lies', 'https://www.etsy.com/listing/1592773511/twisted-love-foiled-covers-edges-4-book', 'https://www.tiktok.com/discover/how-does-the-twisted-series-connect-to-each-other?lang=en', 'https://www.youtube.com/watch?v=fCUnfj72Ojk']"
The Assassins Blade,"Maas, Sarah J.","[1, ""Celaena Sardothien""]","['https://sisterswithabooktique.wordpress.com/2019/03/19/the-assassins-blade-by-sarah-j-maas/', 'https://crewfiction.com/blog/throne-of-glass-characters', 'https://en.wikipedia.org/wiki/Throne_of_Glass', 'https://www.tiktok.com/@somniare_ai_fantasy/video/7407519577271176481', 'https://toomuchtowrite.com/5-strong-female-characters-in-fiction/']"
Icebreaker UCMH 1,"Grace, Hannah","[1, ""Anastasia Allen""]","['https://www.goodreads.com/book/show/61767292-icebreaker', 'https://literal.club/book/hannah-grace-icebreaker-okoja', 'https://www.instagram.com/nemesisreads/p/CmmGHnmLDeM/', 'https://www.instagram.com/p/DBwDdN6tGwK/', 'https://www.goodreads.com/characters/1078771-anastasia-allen']"
Midnights Master Midnight 3,"Eden, Cynthia","[1, ""Holly Storm""]","['https://www2.parklanejewelry.com/public/browse/HomePages/a_rambling_fancy_in_the_footsteps_of_jane_austen.pdf', 'https://blog.sipeed.com/public/publication/default.aspx/Berenice_Abbott_Paris_Portraits_1925_1930.pdf', 'http://goodbadandunread.com/2009/07/11/review-midnight-sins-midnight-trilogy-book-2-by-cynthia-eden/', 'https://www.goodreads.com/book/show/6177429-midnight-s-master', 'http://www.rightspeople.com/wp-content/uploads/2014/03/Series-catalogue-reduced-ver.pdf']"
Fire Burn and Cauldron Bubble Witch and Warlock 1,"Mallory, H.P.","[1, ""Jolie Watkins""]","['https://mrsgiggles.com/fire-burn-and-cauldron-bubble-by-hp-mallory/', 'https://www.goodreads.com/book/show/45733182', 'https://whereevilthoughts.wordpress.com/2015/03/23/book-h-p-mallorys-fire-burn-and-cauldron-bubble-when-a-business-partners-friend-sticks-her-ass-in-your-face-discussing-the-weather-is-the-best-line-of-recourse/', 'https://www.goodreads.com/characters/100230-ryder-jolie-wilkins', 'https://study.com/learn/lesson/double-double-toil-and-trouble.html']"
Legend The Drenai Saga 1,"Gemmell, David","[0, """"]","['https://en.wikipedia.org/wiki/Legend_(Gemmell_novel)', 'https://goodreads.com/book/show/618177.Legend__The_Drenai_Saga___1_', 'https://thefantasyreviews.com/2023/06/01/book-review-legend-by-david-gemmell/', 'https://www.enworld.org/threads/any-races-characters-classes-based-on-david-gemmells-drenai-series-for-dnd.52702/', 'https://unseenlibrary.com/2019/05/31/throwback-thursday-legend-by-david-gemmell/']"
Transformation RaiKirah 1,"Berg, Carol","[0, """"]","['https://covers2covers.wordpress.com/2015/01/24/review-transformation-rai-kirah-1/', 'https://www.fantasybookcafe.com/2012/04/women-in-sff-month-carol-berg/', 'https://www.goodreads.com/book/show/28221290', 'https://www.tarvolon.com/2021/03/14/fantasy-novel-review-transformation-by-carol-berg/', 'https://fantasyreaders.livejournal.com/77366.html']"
Knight of Darkness Lords of Avalon 2,"MacGregor, Kinley","[1, ""Merewyn""]","['https://www.goodreads.com/book/show/7235251', 'https://www.romance.io/authors/545527118c7d2383163d8ee8/kinley-macgregor', 'https://goodreads.com/book/show/23492109.Dragonmark', 'https://www.romance.io/topics/best/paranormal,virgin%20heroine/10', 'https://core-cms.cambridgecore.org/core/services/aop-cambridge-core/content/view/B2208C9A403BFAB84424F1FEDE9EC939/9781846156915c8_p171-217_CBO.pdf/arthurian_legend_in_literature_popular_culture_and_the_performing_arts_20042008.pdf']"
Lord of the Night Warhammer 40000,"Spurrier, Simon","[1, ""Mita Ashyn""]","['https://wh40k.lexicanum.com/wiki/Lord_of_the_Night_(Novel)', 'https://www.goodreads.com/book/show/61831.Lord_of_the_Night', 'https://wh40kbookclub.com/wh40k-book-club-episode-121-lord-of-the-night-by-simon-spurrier/', 'https://unseenlibrary.com/2023/12/09/throwback-thursday-lord-of-the-night-by-simon-spurrier/', 'https://www.youtube.com/watch?v=C1BNqoejlvQ']"
A Dirty Death West Country Murder Mysteries 1,"Tope, Rebecca","[1, ""Lilah Beardon""]","['https://www.goodreads.com/book/show/61831924-a-dirty-death', 'https://www.goodreads.com/book/show/52633730-a-dirty-death', 'https://en.wikipedia.org/wiki/Rebecca_Tope', 'https://cozy-mystery.com/rebecca-tope.html', 'https://www.fictiondb.com/author/rebecca-tope~24736.htm']"
The Hunter Parker 1,"Stark, Richard","[0, """"]","['https://www.goodreads.com/book/show/618399.The_Hunter', 'http://glorioustrash.blogspot.com/2013/10/the-hunter-parker-1.html', 'https://everyreadthing.com/2014/07/23/the-hunter/', 'https://www.goodreads.com/author/quotes/13634.Richard_Stark', 'https://app.thestorygraph.com/book_reviews/356ea71e-f815-4332-b388-9e634d258b4a']"
Everything Matters,"Currie Jr., Ron","[1, ""Amy""]","['https://www.bookey.app/book/everything-matters!-by-ron-currie-jr', 'https://www.barnesandnoble.com/w/everything-matters-ron-currie/1111665725', 'https://www.bookey.app/book/everything-matters!', 'https://jaclemens.wordpress.com/tag/everything-matters/', 'https://fictionwritersreview.com/interview/unanswered-questions-an-interview-with-dan-chaon/']"
Chasing Blue Canterwood Crest 2,"Burkhart, Jessica","[1, ""Sasha Silver""]","['https://yabookscentral.com/chasing-blue-canterwood-crest/', 'https://www.goodreads.com/book/show/6184251-chasing-blue', 'https://www.dogobooks.com/reviews/chasing-blue-canterwood-crest-number-2/book-review/B004IH23BK', 'https://emmakristensen.com/2015/08/31/double-book-review-take-the-reins-and-chasing-blue-by-jessica-burkhart/', 'https://russosbooks.com/search?type=author&q=Burkhart%2C+Jessica&page=2']"
Wuthering Heights,"Brontë, Emily","[1, ""Catherine Earnshaw""]","['https://www.thoughtco.com/role-of-women-in-wuthering-heights-742022', 'https://www.sparknotes.com/lit/wuthering/characters/', 'https://blogs.dickinson.edu/19thcennovel/2022/09/26/the-power-of-women-in-wuthering-heights/', 'https://en.wikipedia.org/wiki/Catherine_Earnshaw', 'https://custom-writing.org/blog/wuthering-heights-characters']"
The Fiend and the Forge The Tapestry 3,"Neff, Henry H.","[0, """"]","['https://www.goodreads.com/book/show/6185409', 'https://www.goodreads.com/book/similar/24999275-the-fiend-and-the-forge', 'https://personalization.mpi-inf.mpg.de/PERSPECTIVES23/GR10k_random/users_profile_item.title_random_sentence_csTrue_nnTrue.csv', 'https://www.idcrawl.com/julie-teller', 'https://henryhneff.com/book/the-fiend-and-the-forge/']"
I Just Want My Pants Back,"Rosen, David J.","[0, """"]","['https://www.imdb.com/title/tt2008890/', 'https://www.rottentomatoes.com/tv/i-just-want-my-pants-back/cast-and-crew', 'https://www.rottentomatoes.com/tv/i-just-want-my-pants-back/s01', 'https://www.imdb.com/title/tt2072540/characters/nm14160115/', 'https://www.queerhorrormovies.com/review-i-just-want-my-pants-back-1x01-pilot/']"
The Man With The Getaway Face Parker 2,"Stark, Richard","[1, ""Alma""]","['https://www.goodreads.com/book/show/618604.The_Man_With_The_Getaway_Face', 'http://glorioustrash.blogspot.com/2017/08/', 'https://www.existentialennui.com/2010/12/parker-progress-report-review-of.html', 'https://www.goodreads.com/book/show/57858750', 'https://violentworldofparker.com/2011/11/29/parker-progress-report-butchers-moon-parker-16-1974-by-richard-stark-a-review/']"
The Maze Runner The Maze Runner 1,"Dashner, James","[1, ""Teresa""]","['https://www.sparknotes.com/lit/maze-runner/characters/', 'https://www.litcharts.com/lit/the-maze-runner/characters', 'https://www.flickfilosopher.com/2014/11/women-maze-runner.html', 'https://en.wikipedia.org/wiki/The_Maze_Runner_(film)', 'https://www.gradesaver.com/the-maze-runner/study-guide/character-list']"
Missing on the Moors DI Joanna Piercy 5,"Masters, Priscilla","[1, ""Joanna Piercy""]","['https://www.goodreads.com/book/show/61868523-missing-on-the-moors', 'https://www.fantasticfiction.com/m/priscilla-masters/missing-on-moors.htm', 'https://www.bookseriesinorder.com/priscilla-masters/', 'https://www.goodreads.com/book/show/63118588', 'https://www.bookseriesinorder.com/joanna-piercy/']"
The Score Parker 5,"Stark, Richard","[0, """"]","['https://www.goodreads.com/book/show/447230', 'https://www.existentialennui.com/2010/12/parker-progress-report-review-of.html', 'https://www.goodreads.com/book/similar/3845-killtown', 'https://www.thegearpage.net/board/index.php?threads%2Fwhat-book-are-you-reading-or-last-read.2043253%2Fpage-136', 'https://www.existentialennui.com/2015/09/']"
Komarr Vorkosigan Saga 11,"Bujold, Lois McMaster","[1, ""Ekaterin Vorsoisson""]","['https://en.wikipedia.org/wiki/List_of_Vorkosigan_Saga_characters', 'https://en.wikipedia.org/wiki/Vorkosigan_Saga', 'https://www.goodreads.com/book/show/61884.Komarr', 'https://forum.malazanempire.com/topic/25863-the-vorkosigan-saga-by-lois-mcmaster-bujold/', 'https://dragonmount.com/forums/topic/81838-book-review-the-vorkosigan-saga-by-lois-mcmaster-bujold/']"
Camp Damascus,"Tingle, Chuck","[1, ""Rose Darling""]","['https://www.grimdarkmagazine.com/review-camp-damascus-by-chuck-tingle/', 'https://swordsoftheancients.com/2023/07/13/camp-damascus-a-review/', 'https://www.goodreads.com/book/show/61884782-camp-damascus', 'https://www.horrordna.com/books/camp-damascus-chuck-tingle-book-review', 'https://www.sffworld.com/2023/08/camp-damascus-by-chuck-tingle/']"
Miles Mutants and Microbes Vorkosigan Omnibus 5,"Bujold, Lois McMaster","[0, """"]","['https://en.wikipedia.org/wiki/Vorkosigan_Saga', 'https://www.goodreads.com/book/show/7293885', 'https://www.librarycat.org/lib/azimrin/item/207214401', 'https://en.wikipedia.org/wiki/Falling_Free', 'https://forum.malazanempire.com/topic/25863-the-vorkosigan-saga-by-lois-mcmaster-bujold/']"
Sinners Consumed Sinners Anonymous 3,"Sketcher, Somme","[1, ""Penny""]","['https://www.goodreads.com/book/show/61886125-sinners-consumed', 'https://www.pinterest.com/ideas/sinners-condemned-book/928550048564/', 'https://www.instagram.com/vee_library23/p/C299GjIr6-v/', 'https://www.romance.io/authors/60e2b16f08b4d931142496b4/somme-sketcher?show=series', 'https://www.romance.io/authors/60e2b16f08b4d931142496b4/somme-sketcher/latest']"
The Forbidden Circle Darkover Omnibus 4,"Bradley, Marion Zimmer","[1, ""Callista Lanart-Alton""]","['https://www.librarything.com/author/bradleymarionzimmer', 'https://www.goodreads.com/topic/show/1913591-pml-s-challenge-cheat-sheet', 'https://www.goodreads.com/book/show/61891.The_Forbidden_Circle', 'https://www.penguinrandomhouse.com/series/AS9/darkover/', 'https://en.wikipedia.org/wiki/The_Forbidden_Tower']"
Ghostlight Light 1,"Bradley, Marion Zimmer","[1, ""Truth Blackburn""]","['https://www.goodreads.com/book/show/61893.Ghostlight', 'https://www.goodreads.com/en/book/show/61893.Ghostlight', 'https://biblio-filia.com/2013/03/18/betrayed-by-mzb/', 'http://azlynne1972.blogspot.com', 'https://en.wikipedia.org/wiki/Marion_Zimmer_Bradley']"
A Civil Campaign Vorkosigan Saga 12,"Bujold, Lois McMaster","[1, ""Ekaterin Vorsoisson""]","['https://www.goodreads.com/book/show/61899.A_Civil_Campaign', 'https://en.wikipedia.org/wiki/A_Civil_Campaign', 'https://monalisafoster.com/reviewing-a-civil-campaign-vorkosigan-saga-12/', 'https://en.wikipedia.org/wiki/Vorkosigan_Saga', 'https://spaceandsorcery.wordpress.com/2019/12/03/vorkosigan-saga-a-civil-campaign-by-lois-mcmaster-bujold/']"
Cordelias Honor Vorkosigan Omnibus 1,"Bujold, Lois McMaster","[1, ""Cordelia Naismith""]","['https://www.goodreads.com/book/show/6562892', 'https://www.goodreads.com/book/show/531773.Cordelia_s_Honor', 'https://en.wikipedia.org/wiki/Vorkosigan_Saga', 'https://asoiaf.westeros.org/index.php?%2Ftopic%2F87149-the-vorkosigan-saga-by-lois-mcmaster-bujold%2F', 'https://littleredreviewer.wordpress.com/2012/10/29/cordelias-honor-by-lois-mcmaster-bujold/']"
Miles Mystery and Mayhem Vorkosigan Omnibus 3,"Bujold, Lois McMaster","[1, ""Elli Quinn""]","['https://en.wikipedia.org/wiki/Vorkosigan_Saga', 'https://dragonmount.com/forums/topic/81838-book-review-the-vorkosigan-saga-by-lois-mcmaster-bujold/', 'https://asoiaf.westeros.org/index.php?%2Ftopic%2F87149-the-vorkosigan-saga-by-lois-mcmaster-bujold%2Fpage%2F3%2F', 'https://www.powells.com/book/-9780743436182/2-8', 'https://forum.malazanempire.com/topic/25863-the-vorkosigan-saga-by-lois-mcmaster-bujold/']"
Paladin of Souls World of the Five Gods 2,"Bujold, Lois McMaster","[1, ""Ista""]","['https://www.romanticsf.com/reviews/bujold-paladin/', 'https://nusantaranaga.wordpress.com/2020/03/08/the-desperate-housewife-of-chalion-a-review-of-lois-mcmaster-bujolds-paladin-of-souls/', 'https://en.wikipedia.org/wiki/Paladin_of_Souls', 'https://www.bookycnidaria.com/paladin-of-souls/', 'https://www.goodreads.com/book/show/61904.Paladin_of_Souls']"
Gimmick,"Zwagerman, Joost","[0, """"]","['https://thegreatestbooks.org/authors/7138', 'https://blogs.bl.uk/european/2015/09/joost-zwagerman-1963-2015-.html', 'https://www.metamodernism.com/2012/02/03/duel-is-not-a-gimmick/', 'https://thegreatestbooks.org/the-greatest/satire/books/written-by/nigerian,dutch,norwegian,multiple,south-african/authors', 'https://www.aup-online.com/content/journals/10.5117/NEDLET2021.1.004.WERF?crawler=true&mimetype=application%2Fpdf']"
Disgrace,"Coetzee, J.M.","[1, ""Lucy""]","['https://www.sparknotes.com/lit/disgrace/characters/', 'https://www.litcharts.com/lit/disgrace/characters', 'https://www.gradesaver.com/disgrace/study-guide/character-list', 'https://www.coursehero.com/lit/Disgrace/characters/', 'http://www.ijelr.in/8.2.21/25-34%20MRIDULA%20RASHMI%20KINDO.pdf']"
A Soul to Heal Duskwalker Brides 2,"Reyne, Opal","[1, ""Delora""]","['https://www.goodreads.com/book/show/61927263-a-soul-to-heal', 'https://goodreads.com/book/show/61927263.A_Soul_to_Heal__Duskwalker_Brides___2_', 'https://fable.co/book/a-soul-to-heal-duskwalker-brides-2-by-opal-reyne-GPzecUiKDI', 'https://www.romance.io/books/6322d0c055f9ee5d8cee0093/a-soul-to-heal-opal-reyne?src=rdt&thr=1jlmgh7', 'https://www.romance.io/series/6322d0c055f9ee5d8cee0097/duskwalker-brides?src=rdt&thr=1ila0at']"
Freedoms Landing Catteni 1,"McCaffrey, Anne","[1, ""Kristin Bjornsen""]","['https://www.goodreads.com/book/show/61928.Freedom_s_Landing', 'https://en.wikipedia.org/wiki/Catteni', 'https://www.librarything.com/work/18706', 'https://www.penguin.co.uk/books/329254/freedoms-landing-by-mccaffrey-anne/9780552160407', 'https://www.tinahunter.ca/2009/female-leads-in-science-fiction-novels/']"
